,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
7187,800253,SGB2016II,SGB2016II,,-1.0,1,,BSE,1.0
7188,531196,GAGANPO,GAGANPO,,-1.0,1,,BSE,1.0
7189,531025,VISAGAR,VISAGAR,,-1.0,1,,BSE,1.0
7190,957601,8ABFL22B,8ABFL22B,,-1.0,1,,BSE,1.0
7191,810628,724MHSDL29,724MHSDL29,,-1.0,10,,BSE,5.0
7192,952661,LTFL27AUG15,LTFL27AUG15,,-1.0,1,,BSE,1.0
7193,959477,725LTL24,725LTL24,,-1.0,1,,BSE,1.0
7194,531633,LINCOPH,LINCOPH,,-1.0,1,,BSE,5.0
7195,514336,GENESIS,GENESIS,,-1.0,1,,BSE,1.0
7196,541718,T55EA,T55EA,,-1.0,1,,BSE,1.0
7197,958407,0KMIL22,0KMIL22,,-1.0,1,,BSE,1.0
7198,532371,TTML,TTML,,-1.0,1,,BSE,1.0
7199,960085,1025AFPL23,1025AFPL23,,-1.0,1,,BSE,1.0
7200,959549,622HDFC21,622HDFC21,,-1.0,1,,BSE,1.0
7201,935784,0EHFL21,0EHFL21,,-1.0,1,,BSE,1.0
7202,542180,IPRU9444,IPRU9444,,-1.0,1,,BSE,1.0
7203,521210,CITYMAN,CITYMAN,,-1.0,1,,BSE,1.0
7204,500440,HINDALCO,HINDALCO,,-1.0,1,,BSE,5.0
