,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
19598,61216,DABUR29JUL21530PE,DABUR,29JUL2021,53000.0,1250,OPTSTK,NFO,5.0
19599,106320,PNB29JUL2132CE,PNB,29JUL2021,3200.0,16000,OPTSTK,NFO,5.0
19600,103706,NAVINFLUOR29JUL212500CE,NAVINFLUOR,29JUL2021,250000.0,225,OPTSTK,NFO,5.0
19601,99116,NMDC24JUN2180CE,NMDC,24JUN2021,8000.0,6700,OPTSTK,NFO,5.0
19602,62728,ADANIENT27MAY21820CE,ADANIENT,27MAY2021,82000.0,1000,OPTSTK,NFO,5.0
19603,94869,M&M24JUN211040CE,M&M,24JUN2021,104000.0,700,OPTSTK,NFO,5.0
19604,86667,GRASIM27MAY211270PE,GRASIM,27MAY2021,127000.0,475,OPTSTK,NFO,5.0
19605,79144,DABUR24JUN21540CE,DABUR,24JUN2021,54000.0,1250,OPTSTK,NFO,5.0
19606,64055,AMARAJABAT27MAY21850PE,AMARAJABAT,27MAY2021,85000.0,1000,OPTSTK,NFO,5.0
19607,76007,CONCOR27MAY21720CE,CONCOR,27MAY2021,72000.0,1563,OPTSTK,NFO,5.0
19608,56015,ASIANPAINT29JUL212900PE,ASIANPAINT,29JUL2021,290000.0,300,OPTSTK,NFO,5.0
19609,108951,TATAMOTORS29JUL21410PE,TATAMOTORS,29JUL2021,41000.0,2850,OPTSTK,NFO,5.0
19610,60149,COFORGE29JUL213700CE,COFORGE,29JUL2021,370000.0,200,OPTSTK,NFO,5.0
19611,79487,DEEPAKNTR24JUN211360PE,DEEPAKNTR,24JUN2021,136000.0,500,OPTSTK,NFO,5.0
19612,53125,ADANIENT24JUN21700CE,ADANIENT,24JUN2021,70000.0,1000,OPTSTK,NFO,5.0
19613,98564,NAM-INDIA24JUN21315CE,NAM-INDIA,24JUN2021,31500.0,1600,OPTSTK,NFO,5.0
19614,119277,PFIZER27MAY215250CE,PFIZER,27MAY2021,525000.0,125,OPTSTK,NFO,5.0
19615,65025,GLENMARK29JUL21560CE,GLENMARK,29JUL2021,56000.0,1150,OPTSTK,NFO,5.0
19616,120289,RECLTD27MAY21152.5CE,RECLTD,27MAY2021,15250.0,6000,OPTSTK,NFO,5.0
19617,100469,LT27MAY211440PE,LT,27MAY2021,144000.0,575,OPTSTK,NFO,5.0
19618,59985,COALINDIA29JUL21130CE,COALINDIA,29JUL2021,13000.0,4200,OPTSTK,NFO,5.0
19619,59487,BRITANNIA29JUL214160CE,BRITANNIA,29JUL2021,416000.0,200,OPTSTK,NFO,5.0
19620,98005,JSWSTEEL27MAY21450CE,JSWSTEEL,27MAY2021,45000.0,1350,OPTSTK,NFO,5.0
19621,92813,INDUSINDBK24JUN211300CE,INDUSINDBK,24JUN2021,130000.0,900,OPTSTK,NFO,5.0
19622,126928,TVSMOTOR24JUN21560CE,TVSMOTOR,24JUN2021,56000.0,1400,OPTSTK,NFO,5.0
19623,38952,BANKNIFTY24JUN2129900PE,BANKNIFTY,24JUN2021,2990000.0,25,OPTIDX,NFO,5.0
19624,127173,ULTRACEMCO24JUN217300PE,ULTRACEMCO,24JUN2021,730000.0,100,OPTSTK,NFO,5.0
19625,35221,BANKNIFTY10JUN2129500CE,BANKNIFTY,10JUN2021,2950000.0,25,OPTIDX,NFO,5.0
19626,68881,BIOCON24JUN21280PE,BIOCON,24JUN2021,28000.0,2300,OPTSTK,NFO,5.0
19627,78438,CUB27MAY21175CE,CUB,27MAY2021,17500.0,3100,OPTSTK,NFO,5.0
19628,92368,JINDALSTEL29JUL21500CE,JINDALSTEL,29JUL2021,50000.0,2500,OPTSTK,NFO,5.0
19629,87631,HDFCAMC27MAY213560PE,HDFCAMC,27MAY2021,356000.0,200,OPTSTK,NFO,5.0
19630,123581,WIPRO27MAY21295CE,WIPRO,27MAY2021,29500.0,1600,OPTSTK,NFO,5.0
19631,67186,HCLTECH29JUL21640PE,HCLTECH,29JUL2021,64000.0,700,OPTSTK,NFO,5.0
19632,125135,TATACHEM24JUN21820PE,TATACHEM,24JUN2021,82000.0,1000,OPTSTK,NFO,5.0
19633,94298,LICHSGFIN24JUN21440PE,LICHSGFIN,24JUN2021,44000.0,2000,OPTSTK,NFO,5.0
19634,106296,RAMCOCEM24JUN211270CE,RAMCOCEM,24JUN2021,127000.0,850,OPTSTK,NFO,5.0
19635,80942,DRREDDY24JUN214250PE,DRREDDY,24JUN2021,425000.0,125,OPTSTK,NFO,5.0
19636,56326,APLLTD27MAY211190CE,APLLTD,27MAY2021,119000.0,550,OPTSTK,NFO,5.0
19637,118792,PFC27MAY2182PE,PFC,27MAY2021,8200.0,6200,OPTSTK,NFO,5.0
19638,69945,BATAINDIA27MAY211680PE,BATAINDIA,27MAY2021,168000.0,550,OPTSTK,NFO,5.0
19639,69568,BANKBARODA27MAY2175PE,BANKBARODA,27MAY2021,7500.0,11700,OPTSTK,NFO,5.0
19640,120343,RELIANCE27MAY211360CE,RELIANCE,27MAY2021,136000.0,250,OPTSTK,NFO,5.0
19641,54484,ADANIENT29JUL211280PE,ADANIENT,29JUL2021,128000.0,1000,OPTSTK,NFO,5.0
19642,97710,ITC27MAY21140PE,ITC,27MAY2021,14000.0,3200,OPTSTK,NFO,5.0
19643,127741,ZEEL24JUN21135PE,ZEEL,24JUN2021,13500.0,3000,OPTSTK,NFO,5.0
19644,53380,BANKNIFTY03JUN2137200PE,BANKNIFTY,03JUN2021,3720000.0,25,OPTIDX,NFO,5.0
19645,61987,FINNIFTY27MAY2116400PE,FINNIFTY,27MAY2021,1640000.0,40,OPTIDX,NFO,5.0
19646,56087,AMBUJACEM24JUN21290PE,AMBUJACEM,24JUN2021,29000.0,3000,OPTSTK,NFO,5.0
19647,121080,SIEMENS27MAY212160PE,SIEMENS,27MAY2021,216000.0,275,OPTSTK,NFO,5.0
19648,97854,JINDALSTEL27MAY21260PE,JINDALSTEL,27MAY2021,26000.0,2500,OPTSTK,NFO,5.0
19649,49389,BANKNIFTY24JUN2130700PE,BANKNIFTY,24JUN2021,3070000.0,25,OPTIDX,NFO,5.0
19650,65568,APOLLOHOSP27MAY213400PE,APOLLOHOSP,27MAY2021,340000.0,250,OPTSTK,NFO,5.0
19651,41937,GLENMARK27MAY21665CE,GLENMARK,27MAY2021,66500.0,1150,OPTSTK,NFO,5.0
19652,126693,TORNTPOWER24JUN21340PE,TORNTPOWER,24JUN2021,34000.0,1500,OPTSTK,NFO,5.0
19653,77468,CUB24JUN21127.5CE,CUB,24JUN2021,12750.0,3100,OPTSTK,NFO,5.0
19654,104696,LUPIN27MAY21910CE,LUPIN,27MAY2021,91000.0,850,OPTSTK,NFO,5.0
19655,69891,BATAINDIA27MAY211440CE,BATAINDIA,27MAY2021,144000.0,550,OPTSTK,NFO,5.0
19656,70910,BHEL27MAY2133PE,BHEL,27MAY2021,3300.0,10500,OPTSTK,NFO,5.0
19657,116232,MINDTREE27MAY211140PE,MINDTREE,27MAY2021,114000.0,400,OPTSTK,NFO,5.0
19658,103711,NAVINFLUOR29JUL212600PE,NAVINFLUOR,29JUL2021,260000.0,225,OPTSTK,NFO,5.0
19659,53399,BANKNIFTY03JUN2137700CE,BANKNIFTY,03JUN2021,3770000.0,25,OPTIDX,NFO,5.0
19660,124625,SRF24JUN214000PE,SRF,24JUN2021,400000.0,125,OPTSTK,NFO,5.0
19661,82618,EXIDEIND24JUN21240PE,EXIDEIND,24JUN2021,24000.0,3600,OPTSTK,NFO,5.0
19662,36955,NATIONALUM29JUL2192CE,NATIONALUM,29JUL2021,9200.0,17000,OPTSTK,NFO,5.0
19663,88445,GODREJCP24JUN21910CE,GODREJCP,24JUN2021,91000.0,1000,OPTSTK,NFO,5.0
19664,62632,ACC27MAY211940CE,ACC,27MAY2021,194000.0,500,OPTSTK,NFO,5.0
19665,52898,TATASTEEL24JUN211270CE,TATASTEEL,24JUN2021,127000.0,850,OPTSTK,NFO,5.0
19666,93348,IRCTC24JUN211540PE,IRCTC,24JUN2021,154000.0,325,OPTSTK,NFO,5.0
19667,89582,IOC27MAY21117CE,IOC,27MAY2021,11700.0,6500,OPTSTK,NFO,5.0
19668,116534,TECHM29JUL211100CE,TECHM,29JUL2021,110000.0,600,OPTSTK,NFO,5.0
19669,99581,PAGEIND24JUN2128500PE,PAGEIND,24JUN2021,2850000.0,30,OPTSTK,NFO,5.0
19670,84549,GLENMARK27MAY21565CE,GLENMARK,27MAY2021,56500.0,1150,OPTSTK,NFO,5.0
19671,63264,EICHERMOT29JUL212000CE,EICHERMOT,29JUL2021,200000.0,350,OPTSTK,NFO,5.0
19672,78674,CUMMINSIND27MAY21590CE,CUMMINSIND,27MAY2021,59000.0,600,OPTSTK,NFO,5.0
19673,53518,BANKNIFTY29JUL2131000PE,BANKNIFTY,29JUL2021,3100000.0,25,OPTIDX,NFO,5.0
19674,93778,JSWSTEEL24JUN21530PE,JSWSTEEL,24JUN2021,53000.0,1350,OPTSTK,NFO,5.0
19675,92229,ICICIPRULI24JUN21470CE,ICICIPRULI,24JUN2021,47000.0,1500,OPTSTK,NFO,5.0
19676,84534,IOC29JUL21121CE,IOC,29JUL2021,12100.0,6500,OPTSTK,NFO,5.0
19677,120107,RAMCOCEM27MAY211110CE,RAMCOCEM,27MAY2021,111000.0,850,OPTSTK,NFO,5.0
19678,54341,ACC29JUL212040CE,ACC,29JUL2021,204000.0,500,OPTSTK,NFO,5.0
19679,58049,BATAINDIA29JUL211360CE,BATAINDIA,29JUL2021,136000.0,550,OPTSTK,NFO,5.0
19680,60565,AUROPHARMA24JUN211030PE,AUROPHARMA,24JUN2021,103000.0,650,OPTSTK,NFO,5.0
19681,123053,UBL27MAY211280CE,UBL,27MAY2021,128000.0,700,OPTSTK,NFO,5.0
19682,36577,TATASTEEL27MAY211070CE,TATASTEEL,27MAY2021,107000.0,850,OPTSTK,NFO,5.0
19683,124573,SIEMENS24JUN212320PE,SIEMENS,24JUN2021,232000.0,275,OPTSTK,NFO,5.0
19684,49157,NIFTY24DEC2511500CE,NIFTY,24DEC2025,1150000.0,75,OPTIDX,NFO,5.0
19685,55699,APOLLOTYRE29JUL21170PE,APOLLOTYRE,29JUL2021,17000.0,2500,OPTSTK,NFO,5.0
19686,35048,BANKNIFTY29JUL2129000CE,BANKNIFTY,29JUL2021,2900000.0,25,OPTIDX,NFO,5.0
19687,82616,EXIDEIND24JUN21237.5PE,EXIDEIND,24JUN2021,23750.0,3600,OPTSTK,NFO,5.0
19688,94432,LT24JUN211660PE,LT,24JUN2021,166000.0,575,OPTSTK,NFO,5.0
19689,95984,MINDTREE24JUN211700PE,MINDTREE,24JUN2021,170000.0,400,OPTSTK,NFO,5.0
19690,126927,TVSMOTOR24JUN21550PE,TVSMOTOR,24JUN2021,55000.0,1400,OPTSTK,NFO,5.0
19691,92865,INDUSTOWER24JUN21200CE,INDUSTOWER,24JUN2021,20000.0,2800,OPTSTK,NFO,5.0
19692,76444,ICICIGI29JUL211780CE,ICICIGI,29JUL2021,178000.0,425,OPTSTK,NFO,5.0
19693,96557,MUTHOOTFIN24JUN21860CE,MUTHOOTFIN,24JUN2021,86000.0,750,OPTSTK,NFO,5.0
19694,118093,NMDC27MAY21142.25CE,NMDC,27MAY2021,14225.0,6700,OPTSTK,NFO,5.0
19695,103642,NAUKRI29JUL214500CE,NAUKRI,29JUL2021,450000.0,125,OPTSTK,NFO,5.0
19696,125264,TATACONSUM24JUN21760CE,TATACONSUM,24JUN2021,76000.0,1350,OPTSTK,NFO,5.0
19697,71801,BRITANNIA27MAY213150CE,BRITANNIA,27MAY2021,315000.0,200,OPTSTK,NFO,5.0
19698,64611,BATAINDIA24JUN211300PE,BATAINDIA,24JUN2021,130000.0,550,OPTSTK,NFO,5.0
19699,55630,APOLLOHOSP29JUL213450PE,APOLLOHOSP,29JUL2021,345000.0,250,OPTSTK,NFO,5.0
19700,62719,ADANIENT27MAY21720PE,ADANIENT,27MAY2021,72000.0,1000,OPTSTK,NFO,5.0
19701,117678,TORNTPHARM29JUL212340CE,TORNTPHARM,29JUL2021,234000.0,250,OPTSTK,NFO,5.0
19702,67594,AUROPHARMA27MAY21690PE,AUROPHARMA,27MAY2021,69000.0,650,OPTSTK,NFO,5.0
19703,104092,PNB24JUN2126CE,PNB,24JUN2021,2600.0,16000,OPTSTK,NFO,5.0
19704,62155,BAJAJFINSV24JUN2113000PE,BAJAJFINSV,24JUN2021,1300000.0,125,OPTSTK,NFO,5.0
19705,127412,VEDL24JUN21205CE,VEDL,24JUN2021,20500.0,3100,OPTSTK,NFO,5.0
19706,103512,NATIONALUM29JUL2148CE,NATIONALUM,29JUL2021,4800.0,17000,OPTSTK,NFO,5.0
19707,84789,ESCORTS27MAY211520CE,ESCORTS,27MAY2021,152000.0,550,OPTSTK,NFO,5.0
19708,54422,ADANIENT29JUL211040CE,ADANIENT,29JUL2021,104000.0,1000,OPTSTK,NFO,5.0
19709,69067,BALKRISIND27MAY211860PE,BALKRISIND,27MAY2021,186000.0,400,OPTSTK,NFO,5.0
19710,105892,PIDILITIND29JUL212160CE,PIDILITIND,29JUL2021,216000.0,500,OPTSTK,NFO,5.0
19711,92218,ICICIPRULI24JUN21440PE,ICICIPRULI,24JUN2021,44000.0,1500,OPTSTK,NFO,5.0
19712,97279,NAM-INDIA24JUN21260PE,NAM-INDIA,24JUN2021,26000.0,1600,OPTSTK,NFO,5.0
19713,43072,CADILAHC24JUN21695CE,CADILAHC,24JUN2021,69500.0,2200,OPTSTK,NFO,5.0
19714,102774,MOTHERSUMI29JUL21225PE,MOTHERSUMI,29JUL2021,22500.0,3500,OPTSTK,NFO,5.0
19715,122314,TECHM27MAY211140PE,TECHM,27MAY2021,114000.0,600,OPTSTK,NFO,5.0
19716,62433,DLF29JUL21360PE,DLF,29JUL2021,36000.0,3300,OPTSTK,NFO,5.0
